Year,Town,AGIClss,Return,Exempt,MarJnt,Single,MarSep,HdHous,AGI,FedTI,VTI,NetVTax
2006,St. Albans Town,40000 - 44999,132,245.0,50.0,64.0,5.0,13.0,5601725.0,3519334.0,3472742.0,127849.7336
2006,St. Albans Town,45000 - 49999,129,283.0,62.0,48.0,4.0,15.0,6140524.0,3859585.0,3835246.0,146372.95179999998
2006,St. Albans Town,50000 - 59999,194,447.0,115.0,60.0,3.0,16.0,10664926.0,7062229.0,6966269.0,270107.337
2006,St. Albans Town,60000 - 74999,257,686.0,206.0,29.0,2.0,20.0,17338834.0,11666399.0,11465781.0,434482.3887
2006,St. Albans Town,75000 - 99999,279,867.0,258.0,12.0,2.0,7.0,23963840.0,17071566.0,16891154.0,709161.6081000002
2006,St. Albans Town,100000 - 149999,182,549.0,169.0,10.0,0.0,3.0,21387125.0,15940880.0,15689014.0,780547.0563999999
2006,St. Albans Town,150000 +,90,278.0,81.0,6.0,2.0,1.0,25160161.0,20952482.01,19231500.01,1340315.5338
2006,St. George,Loss or None,*,,,,,,,,,
2006,St. George,0.01 - 9999,52,42.0,6.0,43.0,0.0,3.0,255099.0,31916.0,27575.0,958.0
2006,St. George,10000 - 19999,52,82.0,10.0,30.0,0.0,12.0,789595.0,241318.0,235116.0,8314.0
2006,St. George,20000 - 29999,36,59.0,10.0,23.0,0.0,3.0,901075.0,431076.0,427196.0,14822.52
2006,St. George,30000 - 39999,43,74.0,9.0,21.0,1.0,12.0,1501524.0,914119.0,909605.0,32517.775
2006,St. George,40000 - 49999,24,46.0,8.0,13.0,0.0,3.0,1073723.0,682460.0,691564.0,25881.4494
2006,St. George,50000 - 74999,46,105.0,35.0,9.0,0.0,2.0,2823642.0,1929111.0,1911772.0,73414.293
2006,St. George,75000 +,73,204.0,62.0,8.0,0.0,3.0,12151866.0,9573660.0,8693083.0,545234.6016
2006,St. Johnsbury,Loss or None,37,52.0,11.0,25.0,0.0,1.0,-464011.0,0.0,0.0,414.0
2006,St. Johnsbury,0.01 - 4999,359,308.0,21.0,311.0,3.0,24.0,952658.0,23083.0,17192.0,575.0
2006,St. Johnsbury,5000 - 9999,371,431.0,40.0,288.0,4.0,39.0,2762699.0,193263.0,188652.0,6772.8269
2006,St. Johnsbury,10000 - 14999,318,489.0,43.0,210.0,8.0,57.0,3971011.0,853804.0,824979.0,29066.875199999995
2006,St. Johnsbury,15000 - 19999,327,594.0,77.0,172.0,1.0,77.0,5713598.0,1679711.0,1648079.0,56907.2191
2006,St. Johnsbury,20000 - 24999,278,482.0,58.0,150.0,4.0,66.0,6237124.0,2670488.0,2653233.0,92231.2842
2006,St. Johnsbury,25000 - 29999,284,498.0,82.0,157.0,7.0,38.0,7777856.0,3944955.0,3919903.0,135003.2274
2006,St. Johnsbury,30000 - 34999,206,386.0,61.0,106.0,3.0,36.0,6639790.0,3749655.0,3735283.0,130893.0806
2006,St. Johnsbury,35000 - 39999,191,387.0,79.0,88.0,3.0,21.0,7133839.0,4220319.0,4164221.0,148236.7752
2006,St. Johnsbury,40000 - 44999,132,290.0,62.0,53.0,2.0,15.0,5586723.0,3408714.0,3350821.0,118399.3151
2006,St. Johnsbury,45000 - 49999,105,221.0,61.0,41.0,1.0,2.0,4950116.0,3188062.0,3188106.0,118480.97789999998
2006,St. Johnsbury,50000 - 59999,223,571.0,173.0,40.0,1.0,9.0,12261020.0,7870197.0,7744661.0,293240.6886
2006,St. Johnsbury,60000 - 74999,211,531.0,178.0,30.0,0.0,3.0,14310559.0,9781625.0,9640690.0,355457.4650999999
2006,St. Johnsbury,75000 - 99999,213,593.0,190.0,20.0,0.0,3.0,18217638.0,13321963.0,13132440.0,559150.5090000001
2006,St. Johnsbury,100000 - 149999,137,394.0,120.0,11.0,1.0,5.0,16170176.0,12164666.0,11757509.0,571886.5031999999
2006,St. Johnsbury,150000 +,67,188.0,60.0,6.0,0.0,1.0,18185775.0,15322261.0,14473810.0,970086.2091
2006,Stamford,Loss or None,7,16.0,3.0,3.0,0.0,1.0,-89979.0,0.0,0.0,0.0
2006,Stamford,0.01 - 9999,60,39.0,4.0,54.0,0.0,2.0,321492.0,42304.0,36765.0,1142.0
2006,Stamford,10000 - 19999,39,65.0,13.0,21.0,1.0,4.0,584635.0,130935.0,128537.0,1287.0
2006,Stamford,20000 - 29999,41,72.0,15.0,21.0,1.0,4.0,1005051.0,424744.0,422936.0,6686.0
2006,Stamford,30000 - 39999,40,78.0,22.0,17.0,0.0,1.0,1415721.0,731660.0,698469.0,10183.0
2006,Stamford,40000 - 49999,32,58.0,17.0,13.0,0.0,2.0,1445524.0,929024.0,920291.0,15254.0
2006,Stamford,50000 - 74999,65,177.0,54.0,10.0,0.0,1.0,4053151.0,2624031.01,2567701.01,42306.0
2006,Stamford,75000 +,98,288.0,86.0,9.0,1.0,2.0,10929706.0,8146960.0,7981155.0,132950.053
2006,Stannard,Loss or None,*,,,,,,,,,
2006,Stannard,0.01 - 9999,23,27.0,4.0,15.0,0.0,4.0,125848.0,16338.0,16338.0,594.0
2006,Stannard,10000 - 19999,22,41.0,6.0,11.0,0.0,5.0,324230.0,69271.0,69271.0,2246.0
2006,Stannard,20000 - 29999,18,36.0,4.0,9.0,1.0,4.0,461011.0,219147.0,218549.0,7855.0
2006,Stannard,30000 - 39999,9,21.0,5.0,2.0,0.0,2.0,315344.0,153274.0,146323.0,5079.0
2006,Stannard,40000 - 49999,*,,,,,,,,,
2006,Stannard,50000 - 74999,16,41.0,13.0,3.0,0.0,0.0,971429.0,668043.0,646077.0,24622.0
2006,Stannard,75000 +,7,15.0,7.0,0.0,0.0,0.0,1486075.0,1298918.0,960265.0,38314.0
2006,Starksboro,Loss or None,6,9.0,2.0,3.0,0.0,1.0,-100425.0,0.0,0.0,0.0
2006,Starksboro,0.01 - 4999,77,42.0,5.0,70.0,0.0,2.0,203226.0,1318.0,300.0,13.0
2006,Starksboro,5000 - 9999,68,79.0,9.0,51.0,1.0,7.0,502259.0,62888.0,55444.0,2035.0
2006,Starksboro,10000 - 14999,53,70.0,6.0,40.0,1.0,6.0,653710.0,211505.0,206390.0,7346.091899999998
2006,Starksboro,15000 - 19999,62,115.0,13.0,34.0,1.0,14.0,1084357.0,345519.0,345146.0,11833.3353
2006,Starksboro,20000 - 24999,59,106.0,13.0,29.0,1.0,16.0,1329882.0,543908.0,517227.0,18435.5162
2006,Starksboro,25000 - 29999,71,120.0,14.0,39.0,3.0,15.0,1930329.0,987358.0,958875.0,33313.745200000005
2006,Starksboro,30000 - 34999,52,99.0,16.0,30.0,2.0,4.0,1679972.0,945067.0,920553.0,33225.0
2006,Starksboro,35000 - 39999,38,81.0,17.0,17.0,0.0,4.0,1421041.0,815496.0,808131.0,29014.0
2006,Starksboro,40000 - 44999,48,96.0,17.0,26.0,4.0,1.0,2031390.0,1303732.0,1292570.0,46682.0
2006,Starksboro,45000 - 49999,40,91.0,21.0,13.0,1.0,5.0,1892853.0,1136653.0,1117713.0,41390.8213
2006,Starksboro,50000 - 59999,55,145.0,35.0,18.0,0.0,2.0,2993341.0,1842633.0,1830815.0,66544.46489999999
2006,Starksboro,60000 - 74999,80,221.0,64.0,13.0,1.0,2.0,5345880.0,3619507.0,3583264.0,135538.6154
2006,Starksboro,75000 - 99999,71,217.0,69.0,2.0,0.0,0.0,6020809.0,4235073.0,4198862.0,174107.0
2006,Starksboro,100000 - 149999,48,151.0,46.0,2.0,0.0,0.0,5638715.0,4118747.0,3982810.0,194728.3919
2006,Starksboro,150000 +,19,64.0,17.0,1.0,0.0,1.0,4204293.0,3484726.0,2941140.0,150495.3044
2006,Stockbridge,Loss or None,9,13.0,3.0,5.0,1.0,0.0,-257001.0,0.0,0.0,0.0
2006,Stockbridge,0.01 - 9999,57,52.0,4.0,48.0,0.0,5.0,300232.0,16833.0,15447.0,659.0
2006,Stockbridge,10000 - 19999,51,80.0,8.0,32.0,2.0,9.0,738523.0,214714.0,212912.0,6910.7044
2006,Stockbridge,20000 - 29999,32,67.0,8.0,12.0,1.0,11.0,819602.0,338699.0,331970.0,11254.0
2006,Stockbridge,30000 - 39999,33,61.0,18.0,12.0,1.0,2.0,1172510.0,628395.0,670545.0,24657.5161
2006,Stockbridge,40000 - 49999,42,84.0,21.0,17.0,1.0,3.0,1876019.0,1162544.0,1167047.0,43301.4405
2006,Stockbridge,50000 - 74999,60,157.0,49.0,11.0,0.0,0.0,3669763.0,2393774.0,2378644.0,89848.47
2006,Stockbridge,75000 +,56,145.0,46.0,9.0,0.0,1.0,6650591.0,5036930.0,4682742.0,213873.7095
2006,Stowe,Loss or None,65,84.0,22.0,43.0,0.0,0.0,-2367270.0,0.0,0.0,526.0
2006,Stowe,0.01 - 4999,217,132.0,16.0,193.0,3.0,5.0,573431.0,44492.0,32919.0,1318.0
2006,Stowe,5000 - 9999,211,195.0,16.0,180.0,3.0,12.0,1526622.0,225067.0,209989.0,7308.6147
2006,Stowe,10000 - 14999,178,237.0,20.0,143.0,2.0,13.0,2261641.0,640684.0,602552.0,22015.8507
2006,Stowe,15000 - 19999,186,233.0,13.0,147.0,6.0,20.0,3247756.0,1400024.0,1373821.0,46659.8669
2006,Stowe,20000 - 24999,165,215.0,26.0,129.0,7.0,3.0,3711833.0,1878049.0,1875287.0,62461.6329
2006,Stowe,25000 - 29999,157,233.0,34.0,106.0,3.0,14.0,4311818.0,2330231.0,2278347.0,78580.56340000001
2006,Stowe,30000 - 34999,115,150.0,16.0,90.0,3.0,6.0,3745742.0,2344582.0,2318371.0,80236.58619999999
2006,Stowe,35000 - 39999,110,164.0,31.0,71.0,1.0,7.0,4114366.0,2515142.0,2462307.0,88451.8128
2006,Stowe,40000 - 44999,67,122.0,27.0,33.0,0.0,7.0,2837982.0,1644714.0,1610646.0,58494.498
2006,Stowe,45000 - 49999,74,128.0,27.0,37.0,1.0,9.0,3505139.0,2239239.0,2176132.0,83206.16160000004
2006,Stowe,50000 - 59999,112,241.0,63.0,36.0,3.0,10.0,6181739.0,3822548.0,3815700.0,148981.7593
2006,Stowe,60000 - 74999,137,300.0,81.0,46.0,2.0,8.0,9248819.0,6057865.0,5813426.0,234381.4086
2006,Stowe,75000 - 99999,216,572.0,159.0,41.0,5.0,11.0,18753253.0,12590719.0,12340844.0,514284.489
2006,Stowe,100000 - 149999,179,463.0,145.0,26.0,1.0,7.0,21774105.0,15258409.0,14464145.0,696788.8136
2006,Stowe,150000 +,274,749.0,237.0,29.0,3.0,5.0,194255725.0,161906541.0,141357691.0,10350725.732400002
2006,Strafford,Loss or None,6,10.0,2.0,4.0,0.0,0.0,-704591.0,0.0,0.0,0.0
2006,Strafford,0.01 - 4999,70,32.0,4.0,63.0,1.0,2.0,193574.0,30095.0,19519.0,695.0
2006,Strafford,5000 - 9999,34,31.0,5.0,25.0,1.0,3.0,250261.0,39869.0,33447.0,1131.0
2006,Strafford,10000 - 14999,37,50.0,5.0,29.0,1.0,2.0,472882.0,138440.0,117759.0,3992.0
2006,Strafford,15000 - 19999,30,44.0,8.0,19.0,1.0,2.0,516564.0,167801.0,167736.0,5547.0175
2006,Strafford,20000 - 24999,30,55.0,8.0,17.0,0.0,5.0,673961.0,286619.0,275857.0,9827.0825
2006,Strafford,25000 - 29999,35,69.0,12.0,17.0,1.0,5.0,976551.0,476673.0,472673.0,16791.0075
2006,Strafford,30000 - 34999,25,46.0,6.0,15.0,1.0,3.0,811428.0,468492.0,467796.0,16812.0
2006,Strafford,35000 - 39999,31,57.0,15.0,15.0,0.0,1.0,1160073.0,620334.0,614860.0,22144.0
2006,Strafford,40000 - 44999,29,60.0,12.0,13.0,0.0,4.0,1234024.0,711827.0,690512.0,25649.0
2006,Strafford,45000 - 49999,20,45.0,11.0,4.0,1.0,4.0,948240.0,517379.0,495941.0,18162.0
2006,Strafford,50000 - 59999,40,89.0,23.0,11.0,0.0,6.0,2192039.0,1304244.0,1263118.0,47676.874
2006,Strafford,60000 - 74999,47,118.0,37.0,9.0,0.0,1.0,3165678.0,2108864.0,1994668.0,75355.7144
2006,Strafford,75000 - 99999,55,161.0,54.0,1.0,0.0,0.0,4700703.0,3279664.0,3214157.0,133112.3375
2006,Strafford,100000 - 149999,37,105.0,32.0,4.0,0.0,1.0,4453549.0,3289644.0,3195904.0,158586.1509
2006,Strafford,150000 +,46,121.0,35.0,7.0,1.0,3.0,14828570.0,12401961.0,11123273.0,734296.6878999998
2006,Stratton,Loss or None,4,2.0,0.0,3.0,1.0,0.0,-210785.0,0.0,0.0,0.0
2006,Stratton,0.01 - 9999,44,19.0,0.0,43.0,1.0,0.0,192089.0,21584.0,21074.0,746.0
2006,Stratton,10000 - 19999,36,43.0,5.0,31.0,0.0,0.0,574199.0,228927.0,228938.0,6981.6390999999985
2006,Stratton,20000 - 29999,32,43.0,5.0,20.0,5.0,2.0,780854.0,409535.0,416899.0,13027.0118
2006,Stratton,30000 - 39999,16,26.0,5.0,11.0,0.0,0.0,546262.0,339732.0,328719.0,10249.3142
2006,Stratton,40000 - 49999,7,18.0,5.0,2.0,0.0,0.0,312431.0,181054.0,176537.0,6102.5595
2006,Stratton,50000 - 74999,17,34.0,10.0,6.0,0.0,1.0,1053518.0,678662.0,686913.0,20205.518
2006,Stratton,75000 +,38,95.0,29.0,7.0,1.0,1.0,7763367.0,5956404.0,5498017.0,300370.31950000004
2006,Sudbury,Loss or None,4,6.0,2.0,2.0,0.0,0.0,-47929.0,0.0,0.0,0.0
2006,Sudbury,0.01 - 9999,32,23.0,6.0,25.0,0.0,1.0,144915.0,10307.0,8911.0,323.0
2006,Sudbury,10000 - 19999,34,48.0,11.0,21.0,1.0,1.0,513215.0,117114.0,111354.0,4017.0
2006,Sudbury,20000 - 29999,27,45.0,10.0,14.0,0.0,3.0,676987.0,285051.0,282000.0,9705.4235
2006,Sudbury,30000 - 39999,32,63.0,11.0,14.0,1.0,6.0,1121497.0,626764.0,624148.0,22276.0
2006,Sudbury,40000 - 49999,32,63.0,18.0,12.0,0.0,2.0,1451805.0,881036.0,865850.0,30530.1926
2006,Sudbury,50000 - 74999,48,115.0,35.0,12.0,0.0,1.0,3058071.0,2080145.0,2075383.0,79118.6484
2006,Sudbury,75000 +,47,130.0,43.0,4.0,0.0,0.0,6483144.0,5155183.0,4488742.0,258180.3288
2006,Sunderland,Loss or None,5,8.0,3.0,2.0,0.0,0.0,-133022.0,0.0,0.0,0.0
2006,Sunderland,0.01 - 4999,34,20.0,4.0,29.0,1.0,0.0,90735.0,2545.0,1269.0,45.0
2006,Sunderland,5000 - 9999,38,35.0,3.0,32.0,0.0,3.0,265935.0,26166.0,14951.0,545.0
2006,Sunderland,10000 - 14999,30,49.0,9.0,16.0,0.0,5.0,357537.0,47549.0,46523.0,2082.0
2006,Sunderland,15000 - 19999,19,32.0,6.0,9.0,0.0,4.0,330767.0,86792.0,82388.0,2967.0
2006,Sunderland,20000 - 24999,20,37.0,6.0,9.0,1.0,4.0,450587.0,148479.0,148458.0,5132.4056
2006,Sunderland,25000 - 29999,26,43.0,7.0,14.0,1.0,4.0,701891.0,344667.0,383171.0,14492.0
2006,Sunderland,30000 - 34999,15,30.0,6.0,5.0,0.0,4.0,494191.0,254717.0,252454.0,8681.426800000001
2006,Sunderland,35000 - 39999,23,39.0,9.0,14.0,0.0,0.0,859375.0,522047.0,521107.0,18516.575
2006,Sunderland,40000 - 44999,36,77.0,20.0,14.0,1.0,1.0,1520037.0,903975.0,888239.0,31405.5377
2006,Sunderland,45000 - 49999,19,42.0,16.0,3.0,0.0,0.0,901884.0,524153.0,521935.0,16783.6845
2006,Sunderland,50000 - 59999,37,94.0,33.0,4.0,0.0,0.0,2004523.0,1174690.0,1165919.0,40914.0
2006,Sunderland,60000 - 74999,36,88.0,31.0,5.0,0.0,0.0,2463744.0,1673705.0,1612970.0,59245.0
2006,Sunderland,75000 - 99999,37,94.0,32.0,4.0,0.0,1.0,3143273.0,2236905.0,2165655.0,85892.0
2006,Sunderland,100000 - 149999,33,84.0,30.0,2.0,0.0,1.0,3801983.0,2850088.0,2703794.0,126078.8092
2006,Sunderland,150000 +,18,43.0,13.0,3.0,1.0,1.0,6554949.0,5767252.0,4503992.0,298660.2256
2006,Sutton,Loss or None,7,23.0,7.0,0.0,0.0,0.0,-166932.0,0.0,0.0,0.0
2006,Sutton,0.01 - 4999,39,25.0,3.0,35.0,0.0,1.0,96455.0,1128.0,854.0,32.0
2006,Sutton,5000 - 9999,50,61.0,10.0,38.0,0.0,2.0,363440.0,16626.0,15848.0,576.0
2006,Sutton,10000 - 14999,34,68.0,12.0,14.0,1.0,7.0,424311.0,61997.0,59528.0,2143.0
2006,Sutton,15000 - 19999,31,51.0,9.0,18.0,0.0,4.0,541425.0,166885.0,164157.0,5429.0
2006,Sutton,20000 - 24999,39,79.0,14.0,14.0,2.0,9.0,893426.0,313121.0,305379.0,10998.0
2006,Sutton,25000 - 29999,35,70.0,12.0,18.0,0.0,5.0,960675.0,461107.0,445926.0,15785.1003
2006,Sutton,30000 - 34999,31,61.0,11.0,12.0,2.0,6.0,1005481.0,569515.0,562880.0,20075.2618
2006,Sutton,35000 - 39999,28,60.0,16.0,10.0,0.0,2.0,1050454.0,597765.0,586236.0,20410.6288
2006,Sutton,40000 - 44999,15,41.0,10.0,3.0,0.0,2.0,634875.0,361877.0,361877.0,12916.0
2006,Sutton,45000 - 49999,25,50.0,17.0,7.0,0.0,1.0,1183939.0,732680.0,705008.0,23469.5638
2006,Sutton,50000 - 59999,37,97.0,31.0,5.0,0.0,1.0,2010631.0,1250704.0,1235330.0,46563.552
2006,Sutton,60000 - 74999,38,101.0,35.0,3.0,0.0,0.0,2531770.0,1752288.0,1702727.0,59367.5384
2006,Sutton,75000 - 99999,14,38.0,14.0,0.0,0.0,0.0,1182828.0,909192.0,886556.0,38302.6508
2006,Sutton,100000 - 149999,11,28.0,10.0,1.0,0.0,0.0,1234648.0,949325.0,821639.0,36881.0
2006,Sutton,150000 +,10,27.0,9.0,1.0,0.0,0.0,3265484.0,2722303.0,2115976.0,101304.0
2006,Swanton,Loss or None,28,51.0,12.0,15.0,0.0,1.0,-2073325.0,0.0,0.0,300.0
2006,Swanton,0.01 - 4999,279,241.0,30.0,229.0,1.0,19.0,753062.0,5780.0,3775.0,202.0
2006,Swanton,5000 - 9999,297,347.0,42.0,219.0,2.0,34.0,2198756.0,192688.0,181507.0,6479.0089000000025
2006,Swanton,10000 - 14999,270,453.0,59.0,166.0,6.0,39.0,3394710.0,708013.0,692894.0,24558.556
2006,Swanton,15000 - 19999,204,325.0,32.0,123.0,7.0,42.0,3552363.0,1189562.0,1192563.0,42299.5514
2006,Swanton,20000 - 24999,228,385.0,53.0,131.0,4.0,40.0,5101123.0,2175772.0,2165286.0,75834.7097
2006,Swanton,25000 - 29999,216,388.0,59.0,110.0,8.0,39.0,5935861.0,2965308.0,2947256.0,102271.5663
2006,Swanton,30000 - 34999,223,361.0,45.0,142.0,7.0,29.0,7260270.0,4320598.0,4319949.0,153036.31179999994
2006,Swanton,35000 - 39999,183,358.0,59.0,91.0,5.0,28.0,6853006.0,4093854.0,4071149.0,143945.8398
2006,Swanton,40000 - 44999,129,268.0,68.0,48.0,1.0,12.0,5462693.0,3254302.0,3233802.0,118109.9546
2006,Swanton,45000 - 49999,143,312.0,80.0,50.0,2.0,11.0,6748122.0,4248596.0,4232395.0,160008.03939999998
2006,Swanton,50000 - 59999,233,598.0,176.0,43.0,4.0,10.0,12920673.0,8227122.0,8164912.0,305676.3982
2006,Swanton,60000 - 74999,267,724.0,227.0,29.0,2.0,9.0,17859265.0,12080426.0,11966434.0,437624.9999
2006,Swanton,75000 - 99999,261,764.0,238.0,15.0,1.0,7.0,22359727.0,16016284.0,15836156.0,660476.464
2006,Swanton,100000 - 149999,146,413.0,137.0,7.0,0.0,2.0,17251883.0,12975961.0,12666085.0,607591.3281999999
2006,Swanton,150000 +,65,174.0,59.0,6.0,0.0,0.0,20665466.0,17400877.0,16739968.0,1124145.8760000002
2006,Thetford,Loss or None,13,15.0,3.0,8.0,1.0,1.0,-253113.0,0.0,0.0,0.0
2006,Thetford,0.01 - 4999,156,65.0,7.0,144.0,2.0,3.0,409956.0,16940.0,15944.0,571.0
2006,Thetford,5000 - 9999,123,103.0,11.0,96.0,0.0,16.0,858451.0,137624.0,116906.0,3950.6583
2006,Thetford,10000 - 14999,63,85.0,9.0,48.0,2.0,4.0,773566.0,218457.0,203748.0,6836.394400000001
2006,Thetford,15000 - 19999,68,94.0,9.0,48.0,2.0,9.0,1184653.01,434819.0,426399.0,14461.436000000003
2006,Thetford,20000 - 24999,82,126.0,17.0,50.0,6.0,9.0,1838469.0,841775.0,825293.0,27793.4804
2006,Thetford,25000 - 29999,68,114.0,12.0,46.0,2.0,8.0,1867303.0,970331.0,965171.0,32850.5115
2006,Thetford,30000 - 34999,82,144.0,26.0,43.0,2.0,11.0,2659182.0,1520485.0,1484558.0,52516.6497
2006,Thetford,35000 - 39999,65,126.0,26.0,28.0,2.0,9.0,2444826.0,1469501.0,1430058.0,49735.0
2006,Thetford,40000 - 44999,62,125.0,29.0,25.0,1.0,7.0,2648474.0,1621661.0,1610794.0,60935.3619
2006,Thetford,45000 - 49999,60,140.0,36.0,17.0,3.0,4.0,2867651.0,1738663.0,1705310.0,65108.8689
2006,Thetford,50000 - 59999,95,214.0,55.0,27.0,2.0,11.0,5226955.0,3379566.0,3295972.0,123477.57419999994
2006,Thetford,60000 - 74999,125,317.0,90.0,29.0,2.0,4.0,8387828.0,5721493.0,5638450.0,217770.9393
2006,Thetford,75000 - 99999,166,465.0,135.0,19.0,2.0,10.0,14289505.0,10095626.0,9894761.0,427896.8583
2006,Thetford,100000 - 149999,125,343.0,107.0,16.0,1.0,1.0,15170380.0,11368519.0,11033787.0,563083.5053999999
2006,Thetford,150000 +,76,203.0,64.0,9.0,1.0,2.0,21486204.0,17987419.0,16153316.0,1115708.0
2006,Tinmouth,Loss or None,10,11.0,4.0,6.0,0.0,0.0,-116566.0,0.0,0.0,0.0
2006,Tinmouth,0.01 - 9999,43,39.0,7.0,34.0,0.0,2.0,185935.0,15088.0,14880.0,534.0
2006,Tinmouth,10000 - 19999,50,78.0,18.0,28.0,2.0,2.0,746207.0,186076.0,186488.0,7709.0352
2006,Tinmouth,20000 - 29999,39,86.0,17.0,17.0,0.0,5.0,973668.0,386276.0,381049.0,13501.0
2006,Tinmouth,30000 - 39999,31,48.0,8.0,19.0,1.0,3.0,1051813.0,646340.0,646381.0,22415.6698
2006,Tinmouth,40000 - 49999,24,64.0,15.0,5.0,0.0,4.0,1058095.0,569682.0,556228.0,18835.2
2006,Tinmouth,50000 - 74999,37,96.0,30.0,3.0,0.0,4.0,2220297.0,1472964.0,1456108.0,53723.84
2006,Tinmouth,75000 +,41,106.0,36.0,4.0,0.0,1.0,6265186.0,4885130.0,4441844.0,236036.0464
2006,Topsham,Loss or None,8,13.0,4.0,3.0,0.0,1.0,-204734.0,0.0,0.0,0.0
2006,Topsham,0.01 - 4999,62,50.0,9.0,50.0,0.0,3.0,185199.0,9896.0,4041.0,146.0
2006,Topsham,5000 - 9999,58,70.0,8.0,42.0,1.0,7.0,445970.0,32347.0,30330.0,1126.7453
2006,Topsham,10000 - 14999,46,64.0,5.0,37.0,0.0,4.0,568320.0,142306.0,136795.0,4469.2105
2006,Topsham,15000 - 19999,45,89.0,16.0,22.0,1.0,6.0,762350.0,202507.0,201423.0,7484.0
2006,Topsham,20000 - 24999,39,77.0,14.0,21.0,0.0,4.0,873791.0,315771.0,313081.0,10510.0
2006,Topsham,25000 - 29999,36,62.0,9.0,22.0,1.0,4.0,985552.0,508743.0,506015.0,17745.093999999994
2006,Topsham,30000 - 34999,38,69.0,12.0,19.0,0.0,7.0,1220788.0,691777.0,689789.0,24572.0
2006,Topsham,35000 - 39999,34,72.0,14.0,16.0,1.0,3.0,1271135.0,748978.0,743881.0,27108.0
2006,Topsham,40000 - 44999,27,63.0,13.0,11.0,0.0,3.0,1149951.0,708749.0,698324.0,26301.0
2006,Topsham,45000 - 49999,36,82.0,23.0,10.0,0.0,3.0,1716317.0,1113747.0,1111681.0,42523.0
2006,Topsham,50000 - 59999,38,102.0,31.0,7.0,0.0,0.0,2072518.0,1311208.0,1303014.0,47178.0
2006,Topsham,60000 - 74999,44,136.0,40.0,3.0,0.0,1.0,2987341.0,2008493.0,1955839.0,73544.0
2006,Topsham,75000 - 99999,32,76.0,29.0,3.0,0.0,0.0,2774625.0,2047781.0,1969026.0,85983.0
2006,Topsham,100000 - 149999,14,36.0,13.0,1.0,0.0,0.0,1594600.0,1252387.0,1217392.0,63431.0
2006,Topsham,150000 +,9,20.0,8.0,1.0,0.0,0.0,2147125.0,1752519.0,1464117.0,90511.0
2006,Townshend,Loss or None,8,10.0,2.0,6.0,0.0,0.0,-100592.0,0.0,0.0,0.0
2006,Townshend,0.01 - 4999,43,33.0,4.0,36.0,1.0,2.0,112350.0,1174.0,372.0,10.0
2006,Townshend,5000 - 9999,61,72.0,10.0,45.0,1.0,5.0,460525.0,46456.0,43436.0,1578.0
2006,Townshend,10000 - 14999,50,70.0,8.0,36.0,0.0,6.0,619960.0,126382.0,125281.0,4185.3784
2006,Townshend,15000 - 19999,50,81.0,11.0,25.0,6.0,8.0,877233.0,284575.0,276030.0,9649.0
2006,Townshend,20000 - 24999,50,76.0,11.0,31.0,2.0,6.0,1110623.0,493107.0,487587.0,16562.628
2006,Townshend,25000 - 29999,36,56.0,8.0,23.0,1.0,4.0,993638.0,545288.0,526220.0,20072.0
2006,Townshend,30000 - 34999,35,65.0,16.0,15.0,1.0,3.0,1123490.0,576823.0,545055.0,19379.0
2006,Townshend,35000 - 39999,30,61.0,14.0,12.0,2.0,2.0,1128180.0,580187.0,577534.0,20931.2496
2006,Townshend,40000 - 44999,22,40.0,6.0,13.0,1.0,2.0,949104.0,650446.0,633694.0,23989.0
2006,Townshend,45000 - 49999,18,39.0,10.0,6.0,0.0,2.0,850416.0,545708.0,545708.0,19048.824
2006,Townshend,50000 - 59999,35,85.0,24.0,8.0,1.0,2.0,1898213.0,1215967.0,1208212.0,45753.0
2006,Townshend,60000 - 74999,41,91.0,30.0,9.0,1.0,1.0,2723218.0,1891874.0,1812200.0,65325.6889
2006,Townshend,75000 - 99999,46,138.0,39.0,7.0,0.0,0.0,3963128.0,2890246.0,2845513.0,120355.32
2006,Townshend,100000 - 149999,28,84.0,27.0,1.0,0.0,0.0,3395954.0,2548088.0,2487295.0,121054.2922
2006,Townshend,150000 +,22,54.0,18.0,3.0,1.0,0.0,9424439.0,8283770.0,6574725.0,323558.471
2006,Troy,Loss or None,16,24.0,8.0,8.0,0.0,0.0,-303497.0,0.0,0.0,0.0
2006,Troy,0.01 - 4999,93,92.0,17.0,74.0,1.0,1.0,241872.0,4811.0,4621.0,164.0
2006,Troy,5000 - 9999,84,108.0,19.0,61.0,1.0,3.0,628353.0,37500.0,37500.0,1302.0
2006,Troy,10000 - 14999,94,172.0,21.0,51.0,0.0,22.0,1171495.0,166925.0,166180.0,6121.772
2006,Troy,15000 - 19999,83,141.0,20.0,49.0,0.0,14.0,1461956.0,477411.0,473054.0,16035.0369
2006,Troy,20000 - 24999,83,142.0,19.0,45.0,3.0,16.0,1859776.0,807107.0,804633.0,28672.0354
2006,Troy,25000 - 29999,61,125.0,22.0,29.0,0.0,10.0,1675600.0,771233.0,759569.0,27205.0
2006,Troy,30000 - 34999,48,104.0,23.0,19.0,0.0,6.0,1568277.0,795774.0,795665.0,27817.0
2006,Troy,35000 - 39999,38,93.0,20.0,11.0,1.0,6.0,1415283.0,743604.0,729194.0,25831.8895
